Name,Sweep (T1),,,
Date,07/23/2026,,,
Time,21:20:10,,,
GPS Latitude,- - -,,,
GPS Longitude,- - -,,,
GPS Altitude,- - -,,,
Instrument,FSH8 - 116915/008,,,
Firmware Version,V3.60,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,3775000000,Hz,,
Frequency Offset,0,Hz,,
Span,7450000000,Hz,,
Ref Level,-30,dBm,,
Ref Offset,0,dB,,
Ref Position,1 ,,,
Range,100,dB,,
RF Attenuation,Manual,,,
RF Attenuator,10,dB,,
Pre-Amplifier,On,,,
RF Input,50 Ω,,,
RBW,100000,Hz,,
VBW,30000,Hz,,
SWT,6.21,s,,
Trigger Mode,Free Run,,,
Trigger Level,- - -,,,
Trigger Delay,- - -,,,
Trace Mode,Max Hold,,,
Trace Math,Off,,,
Trace Detector,Max Peak,,,
Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,
Gated Trigger,Off,,,
Gate Mode,Edge,,,
Gate Delay,0,s,,
Gate Length,0.0004,s,,
Isotropic Antenna,Off,,,
Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,

Frequency [Hz],Magnitude [dBm],,,
50000000,-63.159122467041,,,
61825396.8253968,-63.159122467041,,,
73650793.6507936,-75.5667572021484,,,
85476190.4761905,-77.6436157226563,,,
97301587.3015873,-62.805118560791,,,
109126984.126984,-88.8930969238281,,,
120952380.952381,-94.5017318725586,,,
132777777.777778,-92.337272644043,,,
144603174.603175,-94.0679321289063,,,
156428571.428571,-93.9939880371094,,,
168253968.253968,-89.5256652832031,,,
180079365.079365,-92.2839660644531,,,
191904761.904762,-95.7977981567383,,,
203730158.730159,-95.6467742919922,,,
215555555.555556,-96.224967956543,,,
227380952.380952,-97.2993087768555,,,
239206349.206349,-97.94189453125,,,
251031746.031746,-97.7046051025391,,,
262857142.857143,-98.1402053833008,,,
274682539.68254,-97.3321762084961,,,
286507936.507936,-98.0631408691406,,,
298333333.333333,-97.4764175415039,,,
310158730.15873,-96.5830001831055,,,
321984126.984127,-97.9832077026367,,,
333809523.809524,-97.5495681762695,,,
345634920.634921,-97.8934173583984,,,
357460317.460317,-98.1979064941406,,,
369285714.285714,-98.0284729003906,,,
381111111.111111,-97.9308776855469,,,
392936507.936508,-96.7705688476563,,,
404761904.761905,-97.2327346801758,,,
416587301.587302,-97.8641815185547,,,
428412698.412698,-97.363166809082,,,
440238095.238095,-97.4816741943359,,,
452063492.063492,-97.4183197021484,,,
463888888.888889,-98.0014724731445,,,
475714285.714286,-97.8227691650391,,,
487539682.539683,-98.0856475830078,,,
499365079.365079,-97.341682434082,,,
511190476.190476,-97.4673461914063,,,
523015873.015873,-97.7920455932617,,,
534841269.84127,-97.4125289916992,,,
546666666.666667,-97.4001388549805,,,
558492063.492064,-97.2204284667969,,,
570317460.31746,-97.6351013183594,,,
582142857.142857,-98.2729263305664,,,
593968253.968254,-97.1611862182617,,,
605793650.793651,-97.4982147216797,,,
617619047.619048,-98.3604736328125,,,
629444444.444444,-97.9478912353516,,,
641269841.269841,-96.7756652832031,,,
653095238.095238,-97.1570434570313,,,
664920634.920635,-97.9162063598633,,,
676746031.746032,-98.015007019043,,,
688571428.571429,-98.8337936401367,,,
700396825.396825,-97.7983169555664,,,
712222222.222222,-97.0182876586914,,,
724047619.047619,-96.5605392456055,,,
735873015.873016,-97.7455215454102,,,
747698412.698413,-98.3181686401367,,,
759523809.523809,-84.0073852539063,,,
771349206.349206,-86.0534286499023,,,
783174603.174603,-83.0671844482422,,,
795000000,-95.9524688720703,,,
806825396.825397,-90.1824645996094,,,
818650793.650794,-62.3137664794922,,,
830476190.47619,-65.4592590332031,,,
842301587.301587,-97.9613265991211,,,
854126984.126984,-97.9278106689453,,,
865952380.952381,-97.8268203735352,,,
877777777.777778,-98.1919784545898,,,
889603174.603175,-98.395881652832,,,
901428571.428571,-96.0531997680664,,,
913253968.253968,-96.5737686157227,,,
925079365.079365,-97.5552444458008,,,
936904761.904762,-67.4941482543945,,,
948730158.730159,-58.3701515197754,,,
960555555.555555,-82.5580520629883,,,
972380952.380952,-98.3895721435547,,,
984206349.206349,-98.0869674682617,,,
996031746.031746,-97.8044891357422,,,
1007857142.85714,-97.7583312988281,,,
1019682539.68254,-97.7364196777344,,,
1031507936.50794,-97.4712371826172,,,
1043333333.33333,-97.6128692626953,,,
1055158730.15873,-97.1175842285156,,,
1066984126.98413,-97.1320037841797,,,
1078809523.80952,-96.0433731079102,,,
1090634920.63492,-96.9820785522461,,,
1102460317.46032,-96.064567565918,,,
1114285714.28571,-96.5015487670898,,,
1126111111.11111,-96.7395782470703,,,
1137936507.93651,-96.4622116088867,,,
1149761904.7619,-96.2106857299805,,,
1161587301.5873,-95.9274063110352,,,
1173412698.4127,-96.3897705078125,,,
1185238095.2381,-96.4708251953125,,,
1197063492.06349,-96.3570861816406,,,
1208888888.88889,-96.2217864990234,,,
1220714285.71429,-97.0524139404297,,,
1232539682.53968,-96.8345260620117,,,
1244365079.36508,-95.8390197753906,,,
1256190476.19048,-96.8727111816406,,,
1268015873.01587,-97.7216339111328,,,
1279841269.84127,-97.0177230834961,,,
1291666666.66667,-97.2464141845703,,,
1303492063.49206,-96.7364501953125,,,
1315317460.31746,-96.3825988769531,,,
1327142857.14286,-96.9050140380859,,,
1338968253.96825,-97.0043106079102,,,
1350793650.79365,-96.7484817504883,,,
1362619047.61905,-95.8078155517578,,,
1374444444.44444,-97.2421646118164,,,
1386269841.26984,-96.2569046020508,,,
1398095238.09524,-96.8347625732422,,,
1409920634.92063,-95.9775848388672,,,
1421746031.74603,-96.2199020385742,,,
1433571428.57143,-95.929069519043,,,
1445396825.39683,-95.7002182006836,,,
1457222222.22222,-96.4510040283203,,,
1469047619.04762,-96.5536270141602,,,
1480873015.87302,-96.7800064086914,,,
1492698412.69841,-96.5675354003906,,,
1504523809.52381,-97.0539016723633,,,
1516349206.34921,-95.2943878173828,,,
1528174603.1746,-96.8504104614258,,,
1540000000,-96.4024810791016,,,
1551825396.8254,-97.2258987426758,,,
1563650793.65079,-96.6472320556641,,,
1575476190.47619,-97.1700286865234,,,
1587301587.30159,-96.5497131347656,,,
1599126984.12698,-96.8156967163086,,,
1610952380.95238,-96.6863555908203,,,
1622777777.77778,-95.4353637695313,,,
1634603174.60317,-97.0625686645508,,,
1646428571.42857,-96.733268737793,,,
1658253968.25397,-95.9981155395508,,,
1670079365.07937,-96.7174224853516,,,
1681904761.90476,-95.8204727172852,,,
1693730158.73016,-96.3724594116211,,,
1705555555.55556,-96.2395706176758,,,
1717380952.38095,-96.6197509765625,,,
1729206349.20635,-95.8998336791992,,,
1741031746.03175,-96.791877746582,,,
1752857142.85714,-78.2317581176758,,,
1764682539.68254,-74.7841491699219,,,
1776507936.50794,-96.4792327880859,,,
1788333333.33333,-96.1611938476563,,,
1800158730.15873,-96.4402313232422,,,
1811984126.98413,-96.6627807617188,,,
1823809523.80952,-96.2220306396484,,,
1835634920.63492,-60.5824165344238,,,
1847460317.46032,-63.4476623535156,,,
1859285714.28571,-82.7912445068359,,,
1871111111.11111,-90.2149276733398,,,
1882936507.93651,-90.3717041015625,,,
1894761904.7619,-96.6664886474609,,,
1906587301.5873,-96.0113830566406,,,
1918412698.4127,-96.4944915771484,,,
1930238095.2381,-87.574089050293,,,
1942063492.06349,-96.5555419921875,,,
1953888888.88889,-95.9039154052734,,,
1965714285.71429,-96.5109786987305,,,
1977539682.53968,-96.3476867675781,,,
1989365079.36508,-96.5887832641602,,,
2001190476.19048,-96.2923202514648,,,
2013015873.01587,-95.9714431762695,,,
2024841269.84127,-96.3717269897461,,,
2036666666.66667,-95.9640502929688,,,
2048492063.49206,-95.9799957275391,,,
2060317460.31746,-96.4539260864258,,,
2072142857.14286,-96.4646759033203,,,
2083968253.96825,-96.2883834838867,,,
2095793650.79365,-95.6487121582031,,,
2107619047.61905,-96.2287368774414,,,
2119444444.44444,-92.1669921875,,,
2131269841.26984,-84.9532623291016,,,
2143095238.09524,-84.1001968383789,,,
2154920634.92063,-80.9594345092773,,,
2166746031.74603,-80.1929626464844,,,
2178571428.57143,-83.0218963623047,,,
2190396825.39683,-96.0016021728516,,,
2202222222.22222,-96.0034103393555,,,
2214047619.04762,-95.3407516479492,,,
2225873015.87302,-95.8540649414063,,,
2237698412.69841,-95.2643127441406,,,
2249523809.52381,-95.2654800415039,,,
2261349206.34921,-95.6186676025391,,,
